index,Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference,full_address,lat,lng
1810,1312199,NEW YORK,RW,341,836018,WFP 412 GREENWICH ST LLC,WISEFISH,412 GREENWICH ST ,UNIT B,NEW YORK,NY,10013,12/19/2018,10/31/2020,"RESTAURANT SERVING WINE, BEER AND CIDER",CB1 Stips: 11:30AM to 9:30PM Daily,Recorded Music Permitted; No DJ's; No Live Music or Promoter Events; No Dancing; No Sidewalk Cafe,POINT(-74.010088 40.721896),"412 GREENWICH ST , NEW YORK, NY 10013",40.721896,-74.010088
1813,1266444,NEW YORK,OP,252,900122,KASHKAVAL KITCHEN LLC,KASHKAVAL GARDEN,852 9TH AVE,,NEW YORK,NY,10019,12/12/2018,12/31/2020,"RESTAURANT SERVING BEER, WINE AND LIQUOR CIDER","M - W 11AM to 2am, Th - Sa 11am t0 3am, Su 11am - 12am",NO USE OF THE  REAR YARD AT THIS TIME,POINT(-73.98618 40.766774),"852 9TH AVE, NEW YORK, NY 10019",40.766774,-73.98618
1816,2149506,NEW YORK,SL,540,916804,STATUE CRUISES LLC,STATUE OF LIBERTY V,CASTLE CLINTON @ BATTERY PARK,,NEW YORK,NY,10004,03/30/2020,10/31/2020,VESSEL SERVING BEER CIDER WINE & LIQUOR ,,Live and Recorded Music Permitted,POINT(-74.01571 40.70299),"CASTLE CLINTON @ BATTERY PARK, NEW YORK, NY 10004",40.70299,-74.01571
1818,1310583,NEW YORK,OP,252,889849,IVY1 RESTAUARANT INC,MEGANS BAR & KITCHEN/ KEVIN'S PUB,7 W 45TH ST,EAST STORE,NEW YORK,NY,10036,01/30/2020,07/31/2020,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,Recorded/Juke Box music; No dancing,POINT(-73.980073 40.755888),"7 W 45TH ST, NEW YORK, NY 10036",40.755888,-73.980073
1819,2188288,NEW YORK,VL,240,903496,CARNIVAL CORPORATION,CARNIVAL SPLENDOR,711 12TH AVE,,NEW YORK,NY,10019,03/14/2019,03/31/2021,"VESSEL SERVING BEER, WINE, CIDER AND LIQUOR",,"Live Music, Dancing",POINT(-73.996754 40.768417),"711 12TH AVE, NEW YORK, NY 10019",40.768417,-73.996754
1822,1297787,NEW YORK,OP,252,903559,MONTAFON LLC,MONT BLANC 52,344 346 W 52ND ST,,NEW YORK,NY,10019,03/15/2019,04/30/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",CB4 Stip:  11am - 12:30am Daily,CB4 Stips:  Backround music only.  No outdoor areas,POINT(-73.986784 40.763959),"344 346 W 52ND ST, NEW YORK, NY 10019",40.763959,-73.986784
1826,1278882,NEW YORK,L,222,893633,HARLEM WINE & SPIRITS CORP,,17 W 125TH ST,,NEW YORK,NY,10027,09/11/2017,09/30/2020,LIQUOR STORE SELLING LIQUOR AND BEER,,,POINT(-73.943185 40.807068),"17 W 125TH ST, NEW YORK, NY 10027",40.807068,-73.943185
1828,1297653,NEW YORK,OP,252,898631,EVOO GROUP LLC,PESCATORE,955 2ND AVE,,NEW YORK,NY,10022,10/12/2018,10/31/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR & CIDER",,Recorded Background Music Only; Sidewalk Cafe,POINT(-73.968552 40.755383),"955 2ND AVE, NEW YORK, NY 10022",40.755383,-73.968552
1832,1261313,NEW YORK,TW,344,904198,JOMELO LLC,LA CHURRERIA,284 MULBERRY ST,SOUTH STORE,NEW YORK,NY,10012,06/05/2019,05/31/2021,SOUTH ST - TAVERN WINE SERVING BEER CIDER AND WINE ONLY,CB2 approved hours 8am-12am Sunday-Wednesday and 8am-1am Thursday-Sunday,,POINT(-73.994926 40.724438),"284 MULBERRY ST, NEW YORK, NY 10012",40.724438,-73.994926
1836,1023344,NEW YORK,HL,242,898840,UNIT 3 CORPORATION,ROGER SMITH HOTEL,501 LEXINGTON AVENUE,,NEW YORK,NY,10017,10/19/2018,11/30/2020,"HOTEL SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.973396 40.75473),"501 LEXINGTON AVENUE, NEW YORK, NY 10017",40.75473,-73.973396
1837,1028344,NEW YORK,RL,241,902310,"D F K 11 TRINITY PL CORP,THE",BLARNEY STONE,11 TRINITY PL & 39 BROADWAY,,NEW YORK,NY,10006,02/21/2019,02/28/2021,TAVERN RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,,,POINT(-74.122065 40.637433),"11 TRINITY PL & 39 BROADWAY, NEW YORK, NY 10006",40.637433,-74.122065
1839,1133574,NEW YORK,AX,122,894077,1ST & 96TH MANAGEMENT INC,AMOCO,1855 1ST AVE,96TH & 94TH STREETS,NEW YORK,NY,10028,10/05/2017,10/31/2020,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,POINT(-73.945394 40.783037),"1855 1ST AVE, NEW YORK, NY 10028",40.783037,-73.945394
1847,1143343,NEW YORK,OP,252,892871,NEW YORK CHAPTER OF THE AMERICAN,INSTITUTE OF ARCHITECTS,534 LAGUARDIA PLACE,,NEW YORK,NY,10012,06/22/2018,07/31/2020,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.998654 40.728792),"534 LAGUARDIA PLACE, NEW YORK, NY 10012",40.728792,-73.998654
1852,1254614,NEW YORK,AX,122,891803,ANNIES FRUIT & VEGETABLE STORE INC,,1328 1330 LEXINGTON AVE,,NEW YORK,NY,10128,06/08/2017,07/31/2020,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS ,,,POINT(-73.954489 40.781381),"1328 1330 LEXINGTON AVE, NEW YORK, NY 10128",40.781381,-73.954489
1857,1295293,NEW YORK,RW,341,835695,SHAKE SHACK NEW YORK LLC,SHAKE SHACK,1 PENN PLAZA #E104,RETAIL CONCOURSE 1176 PENN STA,NEW YORK,NY,10001,09/26/2018,10/31/2020,"RESTAURANT SERVING WINE, BEER & CIDER.",RECORDED MUSIC.,NO DANCING.,POINT(-73.992032 40.751157),"1 PENN PLAZA #E104, NEW YORK, NY 10001",40.751157,-73.992032
1860,1310842,NEW YORK,TW,344,903586,FRYGUYS LLC,,150 E 2ND ST,,NEW YORK,NY,10009,11/26/2018,10/31/2020,"TAVERN SERVING WINE, BEER & CIDER",FB Stips:  Close 12am Su-Thu,FB Stips:  Beer & Wine sales to cease at 12am Fri-Sat,POINT(-73.985454 40.723053),"150 E 2ND ST, NEW YORK, NY 10009",40.723053,-73.985454
1862,1020822,NEW YORK,AX,122,892576,GRAY & WHITE MARKETS INC,,908 2ND AVENUE,,NEW YORK,NY,10017,07/10/2017,08/31/2020,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,POINT(-73.968933 40.753743),"908 2ND AVENUE, NEW YORK, NY 10017",40.753743,-73.968933
1864,1221708,NEW YORK,OP,252,905979,664 66 ENTERPRISES LLC,THE COTTON CLUB,664 66 W 125TH STREET,BROADWAY AND RIVERSIDE DRIVE,NEW YORK,NY,10027,05/14/2019,05/31/2021,TAVERN SERVING LIQUOR WINE CIDER AND BEER,,,POINT(-73.944761 40.807155),"664 66 W 125TH STREET, NEW YORK, NY 10027",40.807155,-73.944761
1866,1308122,NEW YORK,AX,122,882649,522 9TH AVENUE FOOD CORP,LINCOLN GOURMET DELI,522 9TH AVE,,NEW YORK,NY,10018,03/21/2018,02/28/2021,"GROCERY STORE SELLING BEER, CIDER, AND WINE PRODUCTS",,,POINT(-73.993857 40.756339),"522 9TH AVE, NEW YORK, NY 10018",40.756339,-73.993857
1868,1284301,NEW YORK,OP,252,905525,929 COLUMBUS AVENUE LLC,BOB'S YOUR UNCLE,929 COLUMBUS AVE,"STORE 1, NORTH STORE",NEW YORK,NY,10025,04/29/2019,04/30/2021,"BAR/TAVERN SERVING BEER, WINE AND LIQUOR",RECORDED MUSIC. NO DANCING. ,NO SIDEWALK CAFE.,POINT(-73.962859 40.798801),"929 COLUMBUS AVE, NEW YORK, NY 10025",40.798801,-73.962859
1869,1246672,NEW YORK,OP,252,900663,MAHOGANY FINE FOODS & CATERING LLC,EET,75 VARICK ST 3RD FLOOR,,NEW YORK,NY,10013,01/08/2019,12/31/2020,"RESTAURANT SERVING BEER, CIDER WINE & LIQUOR",,,POINT(-74.006896 40.723458),"75 VARICK ST 3RD FLOOR, NEW YORK, NY 10013",40.723458,-74.006896
1872,1307058,NEW YORK,AX,122,882507,JASAA GROUP INC,7 ELEVEN STORE #35670B,1683 1ST AVE,,NEW YORK,NY,10128,02/07/2018,01/31/2021,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,POINT(-73.949038 40.777835),"1683 1ST AVE, NEW YORK, NY 10128",40.777835,-73.949038
1874,1023340,NEW YORK,HL,242,892789,"RHM 88 LLC, M&C HOTEL INTERESTS INC  ",& HILTON MANAGEMENT LLC/DBA:ONE UN NEW YORK,1 & 2 UNITED NATIONS PLAZA,,NEW YORK,NY,10017,06/20/2018,06/30/2020,HOTEL SERVING BEER WINE LIQUOR & CIDER,,,POINT(-73.919248 40.819233),"1 & 2 UNITED NATIONS PLAZA, NEW YORK, NY 10017",40.819233,-73.919248
1876,1297277,NEW YORK,OP,252,895111,"MTS NY PROPCO LP, MTS NY LESSEE LP & HIGHGATE ",LOBBY BAR,790 7TH AVE,,NEW YORK,NY,10019,09/11/2018,09/30/2020,"BAR/TAVERN SERVING BEER, WINE, LIQUOR & CIDER",,Recorded Background Music Only,POINT(-73.982997 40.762205),"790 7TH AVE, NEW YORK, NY 10019",40.762205,-73.982997
1879,1295710,NEW YORK,CT,246,897587,SODEXO OPERATIONS LLC,,120 PARK AVE,"LOWER LEVEL A, 13TH & 22ND FLR",NEW YORK,NY,10017,09/25/2018,08/31/2020,"CATERING ESTABLISHMENT SERVING LIQUOR, WINE, BEER & CIDER",RECORDED MUSIC. NO DANCING. LICENSED PATIO.,"PREMISE INCLUDES THE LOWER LEVEL A, 13TH & 22ND FLRS",POINT(-73.978312 40.751928),"120 PARK AVE, NEW YORK, NY 10017",40.751928,-73.978312
1881,1129480,NEW YORK,OP,252,900160,CRT RESTAURANT INC,CROTON RESERVOIR TAVERN,108 110 W 40TH ST,6TH AVENUE & BROADWAY,NEW YORK,NY,10018,12/12/2018,12/31/2020,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.985837 40.753654),"108 110 W 40TH ST, NEW YORK, NY 10018",40.753654,-73.985837
1890,1301955,NEW YORK,OP,252,906127,"OTHEROOM INC,THE",THE OTHEROOM,143 PERRY ST,,NEW YORK,NY,10014,05/16/2019,05/31/2021,TAVERN SERVING BEER WINE CIDER AND LIQUOR,CB stips: Sidewalk Café closes at 9pm daily; Hours Su-W 5pm-12am Th-Sa 5pm-2am,Licensed Sidewalk Cafe; Recorded music,POINT(-74.008039 40.73497),"143 PERRY ST, NEW YORK, NY 10014",40.73497,-74.008039
1891,1312275,NEW YORK,RW,341,830695,PAG 72ND STREET INC,FRIEDMANS,130 W 72ND ST,,NEW YORK,NY,10023,02/06/2019,01/31/2021,"RESTAURANT SERVING WINE, BEER AND CIDER",,Recorded Music Permitted; No Dancing & No Licensed Sidewalk Cafe W/O Permit,POINT(-73.980101 40.777649),"130 W 72ND ST, NEW YORK, NY 10023",40.777649,-73.980101
1893,1027483,NEW YORK,OP,252,902921,1020 AMSTERDAM CORP,1020,1020 AMSTERDAM AVE,,NEW YORK,NY,10025,03/04/2019,03/31/2021,TAVERN SERVING BEER WINE AND LIQUOR CIDER,,,POINT(-73.9639 40.803338),"1020 AMSTERDAM AVE, NEW YORK, NY 10025",40.803338,-73.9639
1896,1235217,NEW YORK,RW,341,840132,3662 BROADWAY RESTAURANT CORP,TAQUERIA SAN PEDRO,3662 BROADWAY,W 151ST ST & W 152ND ST,NEW YORK,NY,10031,06/07/2019,05/31/2021,RESTAURANT SERVING WINE CIDER & BEER,,RECORDED MUSIC PERMITTED,POINT(-73.946964 40.830223),"3662 BROADWAY, NEW YORK, NY 10031",40.830223,-73.946964
1897,1305823,NEW YORK,AX,122,882801,107 DELI & GRILL INC,,963 AMSTERDAM AVE,,NEW YORK,NY,10025,04/30/2018,03/31/2021,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,POINT(-73.964825 40.801158),"963 AMSTERDAM AVE, NEW YORK, NY 10025",40.801158,-73.964825
1898,1309484,NEW YORK,RW,341,830557,NOODLELOVE LLC,NOODLELOVE,192 MOTT ST,,NEW YORK,NY,10012,10/09/2018,09/30/2020,"RESTAURANT SERVING WINE, BEER AND CIDER",CB2 Stips: Daily 10am- 11pm,"CB2 Stips:  No outdoor areas, No TVs, Recorded music (no Live) No danc",POINT(-73.995444 40.720959),"192 MOTT ST, NEW YORK, NY 10012",40.720959,-73.995444
1900,1023576,NEW YORK,L,222,896601,"WINE GALLERY INC,THE",,576 6TH AVENUE,,NEW YORK,NY,10011,02/01/2018,02/28/2021,LIQUOR STORE SELLING WINE AND LIQUOR,,,POINT(-73.995494 40.738747),"576 6TH AVENUE, NEW YORK, NY 10011",40.738747,-73.995494
1902,1025345,NEW YORK,OP,252,900852,ORIGINAL VINCENTS EST 1904 INC,VINCENTS,119 MOTT STREET,,NEW YORK,NY,10013,01/15/2019,01/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,SIDEWALK CAFE PERMITTED FOR MULBERRY ST MALL/SAN GENNARO FEAST 2016 ONLY,,POINT(-73.997415 40.717861),"119 MOTT STREET, NEW YORK, NY 10013",40.717861,-73.997415
1904,1304727,NEW YORK,CO,105,921192,PIELS BREWING COMPANY LLC,PIELS,79 MADISON AVE ,STE 719,NEW YORK,NY,10016,09/17/2019,09/30/2020,WHOLESALE BEER,,,POINT(-73.985251 40.744049),"79 MADISON AVE , NEW YORK, NY 10016",40.744049,-73.985251
1906,1268075,NEW YORK,OP,252,902452,MK KARAOKE LLC,MK,11 13 W 32ND ST,5TH FLOOR,NEW YORK,NY,10001,02/25/2019,02/28/2021,RESTAURANT SERVING BEER WINE & LIQUOR CIDER,,,POINT(-73.986236 40.747699),"11 13 W 32ND ST, NEW YORK, NY 10001",40.747699,-73.986236
1908,1303666,NEW YORK,OP,252,887628,IMNY GS LLC,IL MULINO NEW YORK,361 GREENWICH ST,,NEW YORK,NY,10013,07/02/2018,06/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR & CIDER",7a-1a (Sun-Thur);7a-2a (Fri-Sat);Liquor service starts at 10a every day;Close all doors/windows by 10pm,"Recorded Background Music; Sidewalk Cafe; No DJs, Live Music, Dancing",POINT(-74.01 40.719009),"361 GREENWICH ST, NEW YORK, NY 10013",40.719009,-74.01
1909,1108015,NEW YORK,OP,252,894604,EMPORIUM BRASIL INC,EMPORIUM BRASIL,15 WEST 46TH STREET,,NEW YORK,NY,10036,08/28/2018,09/30/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.979819 40.756619),"15 WEST 46TH STREET, NEW YORK, NY 10036",40.756619,-73.979819
1910,1155096,NEW YORK,OP,252,899738,NEPTUNO RESTAURANTS LLC,SALA ONE NINE,35 WEST 19TH ST,5TH AVENUE & 6TH AVENUE,NEW YORK,NY,10011,11/28/2018,11/30/2020,RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,,,POINT(-73.993086 40.740032),"35 WEST 19TH ST, NEW YORK, NY 10011",40.740032,-73.993086
1911,1028621,NEW YORK,RL,241,902493,BARBETTA RESTAURANT INC,BARBETTA RESTAURANT,319 321 323 W 46TH STREET,,NEW YORK,NY,10036,02/25/2019,02/28/2021,"RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER",,,POINT(-73.988735 40.760467),"319 321 323 W 46TH STREET, NEW YORK, NY 10036",40.760467,-73.988735
1912,1183924,NEW YORK,OP,252,900853,27 39 EAST 30 REST CORP,THE CROOKED KNIFE,27 29 EAST 30TH STREET,MADISON & 5TH AVENUES,NEW YORK,NY,10016,01/15/2019,01/31/2021,RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,,,POINT(-73.984149 40.745159),"27 29 EAST 30TH STREET, NEW YORK, NY 10016",40.745159,-73.984149
1916,1280646,NEW YORK,L,222,895021,NRS WINE AND LIQUOR INC,,403 8TH AVE ,,NEW YORK,NY,10001,10/24/2017,11/30/2020,LIQUOR STORE SELLING WINE AND LIQUOR,,,POINT(-73.995493 40.749884),"403 8TH AVE , NEW YORK, NY 10001",40.749884,-73.995493
1925,1265007,NEW YORK,RW,341,839406,YUMMY MEEP LLC,MULBERRY & VINE,73 WARREN ST,,NEW YORK,NY,10007,03/29/2019,03/31/2021,RESTAURANT SERVING BEER CIDER & WINE ONLY,,,POINT(-74.010209 40.714983),"73 WARREN ST, NEW YORK, NY 10007",40.714983,-74.010209
1932,1020447,NEW YORK,AX,122,896095,BROS FOOD MARKET INC,,188 198 AVENUE C,,NEW YORK,NY,10009,12/28/2017,02/28/2021,GROCERY STORE SELLING BEER CIDER AND WINE COOLER PRODUCTS,,,POINT(-73.981166 40.728885),"188 198 AVENUE C, NEW YORK, NY 10009",40.728885,-73.981166
1934,1034263,NEW YORK,TW,344,913453,RENO PRODUCTIONS INC,THE WESTSIDE THEATRE,407 409 W 43RD ST,,NEW YORK,NY,10036,02/25/2019,02/28/2021,TAVERN SERVING BEER CIDER AND WINE,,,POINT(-73.992556 40.759517),"407 409 W 43RD ST, NEW YORK, NY 10036",40.759517,-73.992556
1935,1029891,NEW YORK,RW,341,838744,SOMICH DELI INC,PJ BERNSTEINS,1215 3RD AVENUE,,NEW YORK,NY,10021,01/18/2019,02/28/2021,RESTAURANT SERVING BEER AND WINE CIDER,,,POINT(-73.961016 40.768671),"1215 3RD AVENUE, NEW YORK, NY 10021",40.768671,-73.961016
1937,1134411,NEW YORK,AX,122,893575,OWNERS' KIDS FOOD CORP,ASSOCIATED SUPERMARKET,123 AVE C,8TH STREET & AVENUE C,NEW YORK,NY,10009,09/06/2017,10/31/2020,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,POINT(-73.979152 40.724513),"123 AVE C, NEW YORK, NY 10009",40.724513,-73.979152
1938,1307064,NEW YORK,WW,303,897780,WORLD WIDE WINES LTD,JENNY & FRANCOIS SELECTIONS,401 BROADWAY,SUITE 2010,NEW YORK,NY,10013,01/24/2018,12/31/2020,,,,POINT(-74.002892 40.718952),"401 BROADWAY, NEW YORK, NY 10013",40.718952,-74.002892
1941,1294294,NEW YORK,OP,252,899060,TNN OPERATING LLC,TIR NA NOG 31ST STREET,254 W 31ST ST,,NEW YORK,NY,10001,10/29/2018,10/31/2020,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR     ",,Live and recorded music,POINT(-73.994436 40.749866),"254 W 31ST ST, NEW YORK, NY 10001",40.749866,-73.994436
1947,1300519,NEW YORK,OP,252,904534,45 TUDOR RESTAURANT LLC,TUDOR CITY STEAKHOUSE,45 TUDOR CITY PL,GROUND FLOOR AND BASEMENT,NEW YORK,NY,10017,03/29/2019,03/31/2021,"RESTAURANT SERVING, LIQUOR, WINE, BEER AND CIDER",Hours of Operation on Lease: Not to open before 8:00am or close after 2:00am All Days,"Recorded Music Permitted, No Dancing and Licensed Patio/Courtyard Permitted",POINT(-73.969982 40.749314),"45 TUDOR CITY PL, NEW YORK, NY 10017",40.749314,-73.969982
1948,1022652,NEW YORK,CT,246,904851,METROPOLITAN ART & ANTIQUES,PAVILLION LTD,110 W 19TH STREET,FL1,NEW YORK,NY,10011,04/09/2019,04/30/2021,CATERER SELLING BEER CIDER WINE AND LIQUOR,,,POINT(-73.995752 40.74055),"110 W 19TH STREET, NEW YORK, NY 10011",40.74055,-73.995752
1952,1268347,NEW YORK,RW,341,839547,MARIBEL'S SWEETS INC,,484 BROOME ST,,NEW YORK,NY,10013,04/16/2019,04/30/2021,RESTAURANT SERVING BEER CIDER AND WINE,,Recorded Music - No Dancing,POINT(-74.002262 40.723209),"484 BROOME ST, NEW YORK, NY 10013",40.723209,-74.002262
1953,1265672,NEW YORK,OP,252,900986,NAVIC INVEST GROUP LLC,TABOO,408 8TH AVE,,NEW YORK,NY,10001,01/18/2019,01/31/2021,RESTAURANT SERVING LIQUOR CIDER BEER AND WINE,,Recorded music played,POINT(-73.994848 40.749809),"408 8TH AVE, NEW YORK, NY 10001",40.749809,-73.994848
1954,1302810,NEW YORK,SL,548,916704,ISLAND OYSTER LLC,,10 SOUTH ST ,SLIP 7 MANHATTAN FERRY LANDING,NEW YORK,NY,10004,03/27/2020,10/31/2020,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Seasonal 04/01-10/31; CB stips: Hours 10am-12am 7 days a week,Licensed Garden Grounds & Waterfront; Recorded/Live music ,POINT(-74.011654 40.701047),"10 SOUTH ST , NEW YORK, NY 10004",40.701047,-74.011654
1956,1277387,NEW YORK,LL,203,910970,MICHAEL SKURNIK WINES INC,SKURNIK WINES & SPIRITS,48 W 25TH ST,FLR 9,NEW YORK,NY,10010,04/30/2019,04/30/2021,WHOLESALE SELLING LIQUOR,,,POINT(-73.991373 40.743743),"48 W 25TH ST, NEW YORK, NY 10010",40.743743,-73.991373
1959,1258257,NEW YORK,EB,141,896073,EDIBLE KITCHENS INC,BREAD & BUTTER,213 PARK AVE S,,NEW YORK,NY,10003,12/27/2017,12/31/2020,EATING PLACE SERVING BEER AND CIDER ONLY,,,POINT(-73.988484 40.736725),"213 PARK AVE S, NEW YORK, NY 10003",40.736725,-73.988484
1965,1280780,NEW YORK,OP,252,906351,SERF TWO INC,BABBALUCCI'S,331 LENOX AVE,,NEW YORK,NY,10027,05/23/2019,05/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,Recorded music. Licensed Sidwalk Cafe,POINT(-73.945051 40.808945),"331 LENOX AVE, NEW YORK, NY 10027",40.808945,-73.945051
1966,1298914,NEW YORK,OP,252,923641,SUSHI GAMA CORP,SUSHI GAMA,1403 2ND AVE,,NEW YORK,NY,10021,05/18/2020,02/28/2021,RESTAURANT SERVING LIQUOR WINE AND BEER,CB 8 Stips: Su-Sat 11am-2am;,Recorded Music; ,POINT(-73.958061 40.769701),"1403 2ND AVE, NEW YORK, NY 10021",40.769701,-73.958061
1969,1283658,NEW YORK,RW,341,839474,BEC FOODS LLC,BEC,148 8TH AVE,,NEW YORK,NY,10011,04/08/2019,04/30/2021,RESTAURANT SERVING BEER AND WINE CIDER,Su-We 7am-2am; Th-Sa 7am-4am,Recorded Backround Music.,POINT(-74.0007 40.741747),"148 8TH AVE, NEW YORK, NY 10011",40.741747,-74.0007
1972,1310541,NEW YORK,OP,252,910881,MOMO NB 3 LLC,MOMOFUKU NOODLE BAR,10 COLUMBUS CIR,SHOPS AT COLUMBUS CIR UNIT 301,NEW YORK,NY,10019,03/11/2020,09/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER & CIDER",M-Su 9:00 a.m.-2:00 a.m,"Recorded, Karaoke Music",POINT(-73.983179 40.768546),"10 COLUMBUS CIR, NEW YORK, NY 10019",40.768546,-73.983179
1975,1309920,NEW YORK,AX,122,882998,CHELSEA FOOD PLACE LLC,VILLAGE SQUARE MARKET ,11 8TH AVE,,NEW YORK,NY,10014,06/20/2018,05/31/2021,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,POINT(-74.004938 40.737725),"11 8TH AVE, NEW YORK, NY 10014",40.737725,-74.004938
1978,1248166,NEW YORK,CL,243,902468,69TH INFANTRY OFFICERS CLUB INC,,68 LEXINGTON AVENUE,1ST FLOOR,NEW YORK,NY,10010,02/25/2019,02/28/2021,CLUB SERVING  BEER CIDER LIQUOR & WINE ,,"Member Only, Not open to Public",POINT(-73.984243 40.741351),"68 LEXINGTON AVENUE, NEW YORK, NY 10010",40.741351,-73.984243
1980,1280219,NEW YORK,RW,341,835632,SHAKE SHACK 600 THIRD AVE NEW YORK CITY LLC,SHAKE SHACK,600 THIRD AVE,GROUND FLR - NORTH SIDE,NEW YORK,NY,10016,09/04/2018,09/30/2020,RESTAURANT SERVING BEER AND WINE CIDER,Must Close @ 1AM - 7 Days/Week,Includes Adjacent Outdoor Area,POINT(-73.975909 40.749298),"600 THIRD AVE, NEW YORK, NY 10016",40.749298,-73.975909
1981,1268604,NEW YORK,OP,252,905620,MINT MANAGEMENT SERVICES INC AND TASTINGS INC,TASTINGS SOCIAL,251 E 110TH ST,,NEW YORK,NY,10029,05/01/2019,04/30/2021,"RESTAURANT SERVING BEER, WINE AND LIQUOR CIDER",,Recorded music,POINT(-73.940923 40.79359),"251 E 110TH ST, NEW YORK, NY 10029",40.79359,-73.940923
1983,1314647,NEW YORK,OP,252,888711,JAY ENTERTAINMENT CORP,JAPAS NY,9 E 38TH ST,,NEW YORK,NY,10016,04/04/2019,03/31/2021,"RESTAURANT/BAR WITH KARAOKESERVING LIQUOR, WINE, BEER AND CIDER     ",,"Karaoke and recorded music, no dancing.",POINT(-73.981643 40.750732),"9 E 38TH ST, NEW YORK, NY 10016",40.750732,-73.981643
1984,1027893,NEW YORK,OP,252,902158,PONGSRI THAI RESTAURANT CORP,,244 W 48TH STREET,,NEW YORK,NY,10036,02/20/2019,02/28/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.986572 40.76063),"244 W 48TH STREET, NEW YORK, NY 10036",40.76063,-73.986572
1985,1176096,NEW YORK,OP,252,893756,J B MAX INC,THE BOILER ROOM,86 E 4TH STREET,1ST AVENUE & 2ND AVENUE,NEW YORK,NY,10003,07/27/2018,07/31/2020,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.989188 40.725946),"86 E 4TH STREET, NEW YORK, NY 10003",40.725946,-73.989188
1988,1025258,NEW YORK,OP,252,903982,CAFFE SILVESTRI INC,CAFFE NAPOLI,130 MULBERRY STREET,AKA 191 HESTER STREET,NEW YORK,NY,10013,03/28/2019,03/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,SIDEWALK CAFE PERMITTED FOR MULBERRY ST MALL/SAN GENNARO FEAST 2016 ONLY,,POINT(-73.997728 40.718242),"130 MULBERRY STREET, NEW YORK, NY 10013",40.718242,-73.997728
1992,1310415,NEW YORK,OP,252,888260,WENTED REALTY CORP,THE HOTEL @ TIMES SQUARE/ THE HIDDEN GEM,59 W 46TH ST,,NEW YORK,NY,10036,12/04/2018,11/30/2020,BAR/TAVERN SERVING BEER WINE CIDER & LIQUOR,"Close by 12AM Sun-TH, 1AM F & Sat",Recorded Music; Licensed Rooftop,POINT(-73.98116 40.757329),"59 W 46TH ST, NEW YORK, NY 10036",40.757329,-73.98116
1993,1023546,NEW YORK,L,222,898606,CARMAD INC,WINE ON 1ST,224 226 1ST AVE,,NEW YORK,NY,10009,03/21/2018,03/31/2021,LIQUOR STORE SELLING LIQUOR AND WINE,,,POINT(-73.982609 40.730877),"224 226 1ST AVE, NEW YORK, NY 10009",40.730877,-73.982609
1995,1292647,NEW YORK,RW,341,830774,JMG RESTAURANT GROUP LLC,LA CHULA & LATINERIA,GRAND CENTRAL STATION,LOWER LVL DINING CONC LC 27,NEW YORK,NY,10017,04/05/2019,10/31/2020,RESTAURANT SERVING BEER CIDER AND WINE ONLY,11:00am-9:00pm Mon-Sat; 11:00am-6:00pm- Sun,,POINT(-73.977216 40.752724),"GRAND CENTRAL STATION, NEW YORK, NY 10017",40.752724,-73.977216
2000,1025994,NEW YORK,OP,252,900165,JJJ & R RESTAURANT INC,BOBBY VAN'S,230 PARK AVENUE,STORE#14,NEW YORK,NY,10017,12/12/2018,12/31/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.976102 40.754391),"230 PARK AVENUE, NEW YORK, NY 10017",40.754391,-73.976102
